epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch0.pt,1.893846,0.13,0.22,0.428571,0.535714,0.914286,0.902778,36,1,45,4
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch1.pt,1.97297,0.15,0.19,0.345238,0.452381,0.900433,0.916667,29,2,38,4
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch2.pt,1.9759,0.4,0.4,0.547619,0.547619,0.916667,0.904762,46,2,46,2
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch3.pt,1.381681,0.1,0.22,0.25,0.380952,0.888889,0.928571,21,2,32,4
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch4.pt,1.530985,0.27,0.33,0.309524,0.380952,0.888889,0.928571,26,2,32,4
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch5.pt,1.373643,0.23,0.26,0.47619,0.5,0.908297,0.90873,40,2,42,4
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch6.pt,1.880324,0.11,0.14,0.166667,0.25,0.86875,0.952381,14,2,21,3
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch7.pt,1.276347,0.07,0.08,0.404762,0.440476,0.898707,0.920635,34,2,37,3
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch8.pt,1.265781,0.09,0.11,0.309524,0.321429,0.879747,0.940476,26,2,27,3
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch9.pt,1.229372,0.05,0.11,0.25,0.369048,0.886994,0.930556,21,2,31,4
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch10.pt,1.538605,0.09,0.1,0.238095,0.27381,0.872117,0.946429,20,2,23,4
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch11.pt,1.484911,0.06,0.11,0.190476,0.333333,0.881356,0.936508,16,2,28,4
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch12.pt,1.266415,0.11,0.15,0.321429,0.380952,0.888889,0.928571,27,2,32,4
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch13.pt,1.777362,0.09,0.24,0.071429,0.345238,0.883227,0.934524,6,0,29,4
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch14.pt,1.512815,0.11,0.15,0.321429,0.416667,0.89485,0.924603,27,2,35,3
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch15.pt,1.341702,0.23,0.3,0.416667,0.464286,0.902386,0.914683,35,2,39,4
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch16.pt,1.409277,0.08,0.12,0.333333,0.380952,0.888889,0.928571,28,2,32,4
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch17.pt,1.455422,0.24,0.24,0.535714,0.535714,0.914661,0.906746,45,2,45,2
19,epoch18.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch18.pt,1.84714,0.18,0.22,0.297619,0.416667,0.89485,0.924603,25,2,35,3
20,epoch19.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch19.pt,1.745399,0.15,0.23,0.238095,0.404762,0.892704,0.924603,20,2,34,4
21,epoch20.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch20.pt,1.831598,0.22,0.31,0.404762,0.452381,0.900433,0.916667,34,2,38,4
22,epoch21.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch21.pt,1.479305,0.1,0.2,0.238095,0.404762,0.892704,0.924603,20,1,34,4
23,epoch22.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch22.pt,1.558462,0.16,0.21,0.404762,0.452381,0.900648,0.918651,34,2,38,3
24,epoch23.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch23.pt,1.68059,0.27,0.31,0.511905,0.535714,0.914286,0.902778,43,2,45,4
25,epoch24.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch24.pt,1.886641,0.3,0.37,0.333333,0.440476,0.898488,0.918651,28,2,37,4
26,epoch25.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W09\weights\epoch25.pt,1.886816,0.22,0.22,0.440476,0.440476,0.898925,0.922619,37,2,37,2
