epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_001.pt,1.570391,0.24,0.32,0.511905,0.583333,0.922395,0.894841,43,2,49,4
2,epoch1.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_002.pt,1.66142,0.18,0.19,0.285714,0.309524,0.877895,0.94246,24,2,26,3
3,epoch2.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_003.pt,1.44524,0.1,0.13,0.297619,0.321429,0.879493,0.938492,25,2,27,4
4,epoch3.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_004.pt,1.282269,0.28,0.32,0.404762,0.452381,0.900433,0.916667,34,2,38,4
5,epoch4.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_005.pt,1.192856,0.13,0.16,0.309524,0.345238,0.883227,0.934524,26,1,29,4
6,epoch5.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_006.pt,1.027378,0.12,0.16,0.321429,0.416667,0.894624,0.922619,27,2,35,4
7,epoch6.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_007.pt,1.67648,0.4,0.43,0.357143,0.380952,0.888889,0.928571,30,2,32,4
8,epoch7.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_008.pt,1.243943,0.12,0.16,0.333333,0.392857,0.890792,0.926587,28,1,33,4
9,epoch8.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_009.pt,1.285707,0.29,0.45,0.380952,0.571429,0.920354,0.896825,32,2,48,4
10,epoch9.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_010.pt,0.926592,0.13,0.24,0.285714,0.428571,0.896552,0.920635,24,2,36,4
11,epoch10.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_011.pt,1.228236,0.21,0.21,0.345238,0.345238,0.883721,0.938492,29,2,29,2
12,epoch11.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_012.pt,1.162062,0.12,0.12,0.309524,0.309524,0.878151,0.944444,26,2,26,2
13,epoch12.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_013.pt,0.978187,0.13,0.26,0.178571,0.380952,0.888889,0.928571,15,0,32,4
14,epoch13.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_014.pt,1.295104,0.08,0.15,0.285714,0.392857,0.890792,0.926587,24,2,33,4
15,epoch14.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_015.pt,1.255976,0.15,0.2,0.380952,0.428571,0.896552,0.920635,32,2,36,4
16,epoch15.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_016.pt,1.287601,0.15,0.25,0.202381,0.285714,0.87395,0.944444,17,2,24,4
17,epoch16.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_017.pt,1.426776,0.17,0.23,0.27381,0.345238,0.883227,0.934524,23,2,29,4
18,epoch17.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_018.pt,1.22651,0.11,0.25,0.285714,0.5,0.908297,0.90873,24,2,42,4
19,epoch18.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_019.pt,1.2287,0.14,0.28,0.297619,0.440476,0.898488,0.918651,25,2,37,4
20,epoch19.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_020.pt,1.597291,0.2,0.2,0.440476,0.440476,0.898925,0.922619,37,2,37,2
21,epoch20.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_021.pt,1.59691,0.15,0.23,0.27381,0.369048,0.886994,0.930556,23,2,31,4
22,epoch21.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_022.pt,1.377436,0.13,0.19,0.333333,0.428571,0.896552,0.920635,28,2,36,4
23,epoch22.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_023.pt,1.22465,0.08,0.1,0.27381,0.369048,0.886994,0.930556,23,1,31,4
24,epoch23.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_024.pt,1.213422,0.17,0.17,0.345238,0.345238,0.883721,0.938492,29,2,29,2
25,epoch24.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_025.pt,1.690965,0.25,0.32,0.404762,0.47619,0.904555,0.914683,34,1,40,3
26,epoch25.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_026.pt,1.464498,0.09,0.15,0.297619,0.440476,0.898488,0.918651,25,1,37,4
27,epoch26.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_027.pt,1.527231,0.1,0.13,0.392857,0.416667,0.894624,0.922619,33,2,35,4
28,epoch27.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_028.pt,1.342917,0.24,0.29,0.416667,0.428571,0.896552,0.920635,35,2,36,4
29,epoch28.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_029.pt,1.449904,0.3,0.32,0.452381,0.488095,0.906522,0.912698,38,2,41,3
30,epoch29.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_030.pt,1.661237,0.25,0.28,0.428571,0.464286,0.902386,0.914683,36,2,39,4
31,epoch30.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_031.pt,1.702765,0.22,0.29,0.309524,0.357143,0.885106,0.93254,26,2,30,4
32,epoch31.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_032.pt,1.638068,0.1,0.33,0.095238,0.428571,0.896552,0.920635,8,1,36,4
33,epoch32.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_033.pt,1.300701,0.18,0.29,0.464286,0.535714,0.914286,0.902778,39,2,45,4
34,epoch33.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_034.pt,1.363869,0.32,0.35,0.47619,0.511905,0.91048,0.90873,40,2,43,3
35,epoch34.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_035.pt,1.614616,0.23,0.28,0.452381,0.5,0.908497,0.910714,38,2,42,3
36,epoch35.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_036.pt,1.847097,0.13,0.17,0.214286,0.22619,0.864865,0.954365,18,1,19,4
37,epoch36.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_037.pt,1.665332,0.29,0.3,0.47619,0.488095,0.906522,0.912698,40,2,41,3
38,epoch37.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_038.pt,1.485337,0.22,0.27,0.321429,0.357143,0.885106,0.93254,27,2,30,4
39,epoch38.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_039.pt,1.594831,0.25,0.28,0.535714,0.559524,0.918322,0.89881,45,2,47,4
40,epoch39.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_040.pt,1.80257,0.19,0.29,0.369048,0.511905,0.910284,0.906746,31,2,43,4
41,epoch40.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_041.pt,1.909231,0.26,0.31,0.47619,0.535714,0.914286,0.902778,40,2,45,4
42,epoch41.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_042.pt,1.668568,0.27,0.31,0.404762,0.464286,0.902386,0.914683,34,2,39,4
43,epoch42.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_043.pt,1.358893,0.09,0.12,0.345238,0.392857,0.890792,0.926587,29,2,33,4
44,epoch43.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_044.pt,2.007062,0.27,0.32,0.452381,0.488095,0.906522,0.912698,38,2,41,3
45,epoch44.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_045.pt,1.664374,0.12,0.19,0.321429,0.380952,0.888889,0.928571,27,2,32,4
46,epoch45.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_046.pt,1.805919,0.11,0.19,0.238095,0.416667,0.894624,0.922619,20,2,35,4
47,epoch46.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_047.pt,1.736981,0.15,0.17,0.404762,0.440476,0.898707,0.920635,34,2,37,3
48,epoch47.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_048.pt,1.465183,0.17,0.23,0.428571,0.547619,0.9163,0.900794,36,2,46,4
49,epoch48.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_049.pt,2.009554,0.18,0.24,0.345238,0.428571,0.896552,0.920635,29,1,36,4
50,epoch49.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_050.pt,1.905061,0.3,0.32,0.5,0.535714,0.914474,0.904762,42,2,45,3
51,epoch50.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_051.pt,2.054363,0.2,0.27,0.416667,0.488095,0.906318,0.910714,35,2,41,4
52,epoch51.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_052.pt,1.947568,0.18,0.23,0.380952,0.452381,0.900433,0.916667,32,2,38,4
53,epoch52.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_053.pt,1.383695,0.13,0.21,0.357143,0.488095,0.906318,0.910714,30,2,41,4
54,epoch53.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_054.pt,1.66815,0.17,0.18,0.369048,0.392857,0.891026,0.928571,31,2,33,3
55,epoch54.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_055.pt,1.777696,0.18,0.22,0.345238,0.392857,0.890792,0.926587,29,1,33,4
56,epoch55.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_056.pt,1.800325,0.17,0.19,0.452381,0.511905,0.910284,0.906746,38,2,43,4
57,epoch56.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_057.pt,2.127349,0.2,0.29,0.333333,0.464286,0.902386,0.914683,28,0,39,4
58,epoch57.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_058.pt,2.07592,0.21,0.23,0.392857,0.416667,0.89485,0.924603,33,1,35,3
59,epoch58.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_059.pt,1.909324,0.14,0.23,0.404762,0.5,0.908297,0.90873,34,1,42,4
60,epoch59.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_060.pt,1.930123,0.26,0.29,0.47619,0.488095,0.906318,0.910714,40,2,41,4
61,epoch60.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_061.pt,1.766264,0.25,0.27,0.452381,0.47619,0.904348,0.912698,38,2,40,4
62,epoch61.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_062.pt,2.143583,0.24,0.33,0.392857,0.559524,0.918322,0.89881,33,2,47,4
63,epoch62.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_063.pt,1.914536,0.19,0.22,0.380952,0.440476,0.898707,0.920635,32,2,37,3
64,epoch63.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_064.pt,2.313302,0.11,0.18,0.130952,0.333333,0.881356,0.936508,11,2,28,4
