epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_001.pt,1.87534,0.15,0.2,0.488095,0.511905,0.910284,0.906746,41,1,43,4
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_002.pt,1.77608,0.15,0.17,0.559524,0.571429,0.92053,0.89881,47,2,48,3
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_003.pt,1.998378,0.35,0.38,0.440476,0.452381,0.900648,0.918651,37,2,38,3
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_004.pt,1.329319,0.24,0.28,0.261905,0.321429,0.879493,0.938492,22,2,27,4
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_005.pt,1.386682,0.14,0.25,0.297619,0.464286,0.902597,0.916667,25,2,39,3
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_006.pt,1.103101,0.11,0.18,0.357143,0.488095,0.906318,0.910714,30,1,41,4
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_007.pt,1.431375,0.33,0.4,0.345238,0.416667,0.894624,0.922619,29,2,35,4
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_008.pt,1.490399,0.19,0.2,0.333333,0.369048,0.887234,0.93254,28,2,31,3
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_009.pt,1.453588,0.15,0.19,0.25,0.297619,0.875789,0.94246,21,2,25,4
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_010.pt,1.300247,0.17,0.21,0.357143,0.416667,0.894624,0.922619,30,2,35,4
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_011.pt,1.354249,0.14,0.16,0.345238,0.380952,0.889126,0.930556,29,2,32,3
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_c_q2_200ep\weights\epoch_012.pt,1.467684,0.29,0.31,0.488095,0.5,0.908297,0.90873,41,1,42,4
