epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch0.pt,1.876809,0.13,0.18,0.428571,0.5,0.908297,0.90873,36,1,42,4
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch1.pt,2.007067,0.19,0.24,0.416667,0.488095,0.906522,0.912698,35,1,41,3
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch2.pt,2.002731,0.31,0.4,0.5,0.583333,0.922395,0.894841,42,2,49,4
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch3.pt,1.252642,0.18,0.28,0.392857,0.488095,0.906318,0.910714,33,2,41,4
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch4.pt,1.975691,0.27,0.31,0.416667,0.440476,0.898488,0.918651,35,2,37,4
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch5.pt,1.385618,0.12,0.24,0.416667,0.630952,0.930649,0.886905,35,2,53,4
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch6.pt,1.369063,0.09,0.13,0.297619,0.380952,0.888889,0.928571,25,1,32,4
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch7.pt,1.320703,0.06,0.1,0.154762,0.333333,0.881356,0.936508,13,1,28,4
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch8.pt,1.26901,0.16,0.2,0.321429,0.333333,0.881356,0.936508,27,2,28,4
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch9.pt,1.442717,0.11,0.18,0.261905,0.428571,0.896552,0.920635,22,2,36,4
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch10.pt,1.362085,0.2,0.24,0.5,0.559524,0.918322,0.89881,42,1,47,4
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch11.pt,1.401746,0.1,0.17,0.380952,0.47619,0.904348,0.912698,32,2,40,4
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W06\weights\epoch12.pt,1.538875,0.19,0.23,0.380952,0.440476,0.898488,0.918651,32,2,37,4
